                           TxHash                                 TxIx        Amount
43f8dc34de71b22b88a13f89237a6e15c05a84106641c230ecc5843d3615af06     0        3000000 lovelace + 500000000 b3f235a239b04b78ebd025adb66656b94726f526413a4be368ea57a2.4c5174 + 500000000 b3f235a239b04b78ebd025adb66656b94726f526413a4be368ea57a2.6955534474 + 1 ba9a6218dd9ace0eef478e8f337412880be28376384ab58b89d6b9d3.4c51745f69555344745f54656464795f4e6674 + 9223372036844775807 e2fbe47a0063cf30add0b812749e22d03b2c8c4b6b167ad166da7b6e.4c51745f69555344745f54656464795f4c71 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\186\154b\CAN\221\154\206\SO\239G\142\143\&3t\DC2\136\v\226\131v8J\181\139\137\214\185\211",ScriptDataBytes "LQt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\179\242\&5\162\&9\176Kx\235\208%\173\182fV\185G&\245&A:K\227h\234W\162",ScriptDataBytes "LQt"],ScriptDataConstructor 0 [ScriptDataBytes "\179\242\&5\162\&9\176Kx\235\208%\173\182fV\185G&\245&A:K\227h\234W\162",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\226\251\228z\NULc\207\&0\173\208\184\DC2t\158\"\208;,\140Kk\SYNz\209f\218{n",ScriptDataBytes "LQt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
585968d97cb1385821ac7da6e6e073325ad6fd5bf9f77695289f0fafa6d028c3     0        10000000000 lovelace + TxOutDatumNone
5edf3ad03e47d6683b5ad7f1d4fdb57720ef8e101b3a65167927cf8c874359df     0        104000000 lovelace + 43034914 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.5445445974 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\179\185A\157p\bh=f\167\164\145\207\240\131\177\224v\163\213>\161\167\226\&63\SI\DC2",ScriptDataBytes "TEDYt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "TEDYt"],ScriptDataConstructor 0 [ScriptDataBytes "",ScriptDataBytes ""],ScriptDataConstructor 0 [ScriptDataBytes "\164\219\ESCY7\167\RS\227\&94\242\241\&7\FS\158\245O\222\220\242\207\171D\161~\221\207\171",ScriptDataBytes "TEDYt_Teddy_Lq"],ScriptDataNumber 2000000,ScriptDataBytes "\197Q6WAV[p\128\133l\170\145\ACK{\245\194\218\138b\246\206|\170\DLE\247\155\151",ScriptDataConstructor 0 [ScriptDataBytes "\141\US\201\249\176-\229O\EOT\174P>\173\149\208\a\215\192l0H{\SI\144\201\STX\142."],ScriptDataNumber 2000000])
603ea2597d283ad7614e61f0140f26a78591dc2fce78564e95eb1810e9ea24b5     0        3000000 lovelace + 9223372036844158346 2f4514a7af071b3467449cf349c18faf00db889278bde4a268ee66d6.4333745f69555344745f54656464795f4c71 + 408450231941 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.433374 + 693040189668 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + 1 fa29daecf37b6c36fc357c1ff9624003cc2414b4958a85a3bc6c16fc.4333745f69555344745f54656464795f4e6674 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\250)\218\236\243{l6\252\&5|\US\249b@\ETX\204$\DC4\180\149\138\133\163\188l\SYN\252",ScriptDataBytes "C3t_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "C3t"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "/E\DC4\167\175\a\ESC4gD\156\243I\193\143\175\NUL\219\136\146x\189\228\162h\238f\214",ScriptDataBytes "C3t_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
67d6f1e834a30a27c53ab64b9cb22738d32fa07fdd2121688a1c6a358138a50d     0        3000000 lovelace + 1 27a8abd8add83acf7268f3b265c98ac6f520e730883fe3e7be06c779.4c51745f69555344745f54656464795f4e6674 + 9223372034867496060 6491dab5324efe6122bcbd7d162a97393d6eaa1de2937714383dcfdf.4c51745f69555344745f54656464795f4c71 + 15155464060 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.4c5174 + 661164499068 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "'\168\171\216\173\216:\207rh\243\178e\201\138\198\245 \231\&0\136?\227\231\190\ACK\199y",ScriptDataBytes "LQt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "LQt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "d\145\218\181\&2N\254a\"\188\189}\SYN*\151\&9=n\170\GS\226\147w\DC48=\207\223",ScriptDataBytes "LQt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
6c4e9fcc6fd1f8bdfbd50e21dbaaad8b0449b8ecd195e4577d271d40f131d232     0        3000000 lovelace + 1 503addbee9aa520a8f5d73671878afb38cede7a6c8667f3f954b8940.44494e47745f69555344745f54656464795f4e6674 + 9223372036844285946 b288ac11c7970183f794367b9a4ada3cfeeb77823ef00d48794bddf4.44494e47745f69555344745f54656464795f4c71 + 398877448278 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.44494e4774 + 692645885806 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "P:\221\190\233\170R\n\143]sg\CANx\175\179\140\237\231\166\200f\DEL?\149K\137@",ScriptDataBytes "DINGt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "DINGt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\178\136\172\DC1\199\151\SOH\131\247\148\&6{\154J\218<\254\235w\130>\240\rHyK\221\244",ScriptDataBytes "DINGt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
76eb100a3c6ec344a70a229e65484190595133768c5747d43e89dc2342eb77f6     0        3000000 lovelace + 1 0919a3bb68a181140fcceec1a97e9ef215830021e91e0c4d97a0f679.41414441745f69555344745f54656464795f4e6674 + 9223372036844175287 923d7a7ff0c6dfefca4280adaf370abbc424b2cb2a95e022b899a83e.41414441745f69555344745f54656464795f4c71 + 356355770111 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.4141444174 + 792991323979 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\t\EM\163\187h\161\129\DC4\SI\204\238\193\169~\158\242\NAK\131\NUL!\233\RS\fM\151\160\246y",ScriptDataBytes "AADAt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "AADAt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\146=z\DEL\240\198\223\239\202B\128\173\175\&7\n\187\196$\178\203*\149\224\"\184\153\168>",ScriptDataBytes "AADAt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
7d8112dbb48446827678493397e0660424023957be03612759eecd481580372c     0        3000000 lovelace + 1 72b1e2bd184490c2c80f777c92f4c7923f0e7adf285c0b3f0f957fec.43424c50745f69555344745f54656464795f4e6674 + 9223372036844240770 b38070c85845826a82c685cbf757998dcf14ef639914c95e167c4135.43424c50745f69555344745f54656464795f4c71 + 418828284289 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.43424c5074 + 665107067247 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "r\177\226\189\CAND\144\194\200\SIw|\146\244\199\146?\SOz\223(\\\v?\SI\149\DEL\236",ScriptDataBytes "CBLPt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "CBLPt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\179\128p\200XE\130j\130\198\133\203\247W\153\141\207\DC4\239c\153\DC4\201^\SYN|A5",ScriptDataBytes "CBLPt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
8082dc6073e5442228f6ab749dd63ee24fc7590247b1b0d9b6510a83f738e604     0        3000000 lovelace + 1 9cb9317263973c8dc13b700768e60b1608b16c91b83180cde3a14988.54454459745f69555344745f54656464795f4e6674 + 422752880181455 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.5445445974 + 595748805198703 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + 9223372036844743664 fca3185c90896ce1d093cd0b050b1caaa89c447b8a1b779b11b608a8.54454459745f69555344745f54656464795f4c71 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\156\185\&1rc\151<\141\193;p\ah\230\v\SYN\b\177l\145\184\&1\128\205\227\161I\136",ScriptDataBytes "TEDYt_iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "TEDYt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "\252\163\CAN\\\144\137l\225\208\147\205\v\ENQ\v\FS\170\168\156D{\138\ESCw\155\DC1\182\b\168",ScriptDataBytes "TEDYt_iUSDt_Teddy_Lq"],ScriptDataNumber 995])
89a9041b17e7ecaa7963d10a29151c373fdcb253ae05c9e42269423c317c59bb     0        3000000 lovelace + 9223372036844774447 3ed26f699058536bc276f433e9d05c0ddcf6f337b65e66ee916bde3d.4d454c44745f69555344545f54656464795f4c71 + 1 b8b502699dca03640329420b2888f35541e8f90f6e8f09832827240c.4d454c44745f69555344545f54656464795f4e6674 + 499755247307043 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.4d454c4474 + 500402698089133 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\184\181\STXi\157\202\ETXd\ETX)B\v(\136\243UA\232\249\SIn\143\t\131('$\f",ScriptDataBytes "MELDt_iUSDT_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "MELDt"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes ">\210oi\144XSk\194v\244\&3\233\208\\\r\220\246\243\&7\182^f\238\145k\222=",ScriptDataBytes "MELDt_iUSDT_Teddy_Lq"],ScriptDataNumber 995])
89f26779bd0761854e2c571aaf5aef0231a24b60eee91207a082c3a0ed29c104     0        206000000 lovelace + 1372698817 f06f00c9705dee9cdeaa6851c492613224fb3e0b4217ca4ea1bc0962.6955534474 + TxOutDatumInline ReferenceTxInsScriptsInlineDatumsInBabbageEra (ScriptDataConstructor 0 [ScriptDataConstructor 0 [ScriptDataBytes "\140\199x\224\&1\234;~\146FD\SUBUd\195\170U\254\"&\DC2\210\NUL\132\181\DC1\203&",ScriptDataBytes "iUSDt_Teddy_Nft"],ScriptDataConstructor 0 [ScriptDataBytes "\240o\NUL\201p]\238\156\222\170hQ\196\146a2$\251>\vB\ETB\202N\161\188\tb",ScriptDataBytes "iUSDt"],ScriptDataConstructor 0 [ScriptDataBytes "",ScriptDataBytes ""],ScriptDataConstructor 0 [ScriptDataBytes "&\236/\250\218 $J\242\184\209\DC3\FS3\aH\196\246/\210\201\a\ESC`\187Y8G",ScriptDataBytes "iUSDt_Teddy_Lq"],ScriptDataNumber 4000000,ScriptDataBytes "\197Q6WAV[p\128\133l\170\145\ACK{\245\194\218\138b\246\206|\170\DLE\247\155\151",ScriptDataConstructor 0 [ScriptDataBytes "\141\US\201\249\176-\229O\EOT\174P>\173\149\208\a\215\192l0H{\SI\144\201\STX\142."],ScriptDataNumber 2000000])
